designation,ra,dec,parallax,pmra,pmdec,radial_velocity,bp_rp,phot_g_mean_mag,in_dr2,in_meingast,in_roser,mean_pmem,fit_group
Gaia DR2 3310820624394671488,65.977232,14.052022,23.138229,115.595490,-19.072415,39.545,1.578,10.362,True,True,True,0.9988,cl
Gaia DR2 3311000119668435200,65.515164,14.077106,21.852848,113.756224,-21.598938,,0.419,5.630,True,,True,0.9935,cl
Gaia DR2 3310640648085373824,64.449209,13.661707,21.074309,109.253101,-16.849554,38.050,2.085,11.770,True,True,True,0.9971,cl
Gaia DR2 3310569798304869888,64.696501,13.366234,21.675284,116.324915,-17.437465,38.876,1.883,11.270,True,True,True,0.9988,cl
Gaia DR2 3311024789960504576,65.395442,14.409707,20.519879,104.130938,-19.511894,39.025,0.553,6.482,True,True,True,0.9988,cl
Gaia DR2 3310634944368705664,64.990948,14.035122,21.974755,115.384528,-19.299417,,0.388,5.497,True,,True,0.9978,cl
Gaia DR2 3310857011357831936,66.850873,14.118575,22.288510,108.476255,-18.050747,,2.968,14.492,True,,True,0.9928,cl
Gaia DR2 3311102820926310784,65.396680,14.695157,20.289819,106.598033,-19.838524,,2.883,14.314,True,,True,0.9973,cl
Gaia DR2 3409827214070099840,72.146215,18.728908,20.503942,86.808538,-34.605059,,3.082,14.742,True,,True,0.9974,cl
Gaia DR2 3409867964719693824,71.563934,18.774634,22.936827,97.944770,-44.363476,,3.134,14.276,True,,,0.9215,cl
Gaia DR2 3409968703177094656,72.679139,19.304045,20.869361,85.189465,-40.231571,,3.247,15.481,True,,True,0.9951,cl
Gaia DR2 3409875592581586944,71.540630,18.957608,20.472220,85.846662,-37.520477,,4.037,17.696,True,,,0.9939,cl
Gaia DR2 3409855590918757760,71.986963,19.024555,18.273422,80.258305,-34.995774,,2.732,13.188,True,,True,0.8582,cl
Gaia DR2 3409959567782077184,72.368334,19.277222,20.081631,82.451715,-37.005066,,3.099,15.094,True,,True,0.9978,cl
Gaia DR2 3409855590918086400,71.986337,19.023761,18.563404,73.612809,-30.871241,45.075,2.235,12.553,True,,True,0.7519,cl
Gaia DR2 3392546632197477248,75.556378,14.710118,21.595769,72.929837,-25.271056,,3.888,18.931,True,,,0.9636,cl
Gaia DR2 3392664627834274688,74.491145,14.451901,20.733844,78.785169,-24.471658,,2.939,14.398,True,,True,0.9974,cl
Gaia DR2 3419656057748048512,73.954774,24.362492,19.408744,74.345062,-50.119680,,2.680,13.760,True,,True,0.9978,cl
Gaia DR2 3406823245223942528,72.265079,18.641079,21.866688,89.201167,-39.093457,41.625,1.004,8.747,True,True,True,0.9986,cl
Gaia DR2 3406943091991364608,73.098408,18.996756,19.673985,79.128360,-35.218230,41.426,1.281,9.932,True,True,True,0.9996,cl
Gaia DR2 3309956850635519488,69.022374,15.683901,19.912606,95.388363,-24.196956,40.619,1.035,9.134,True,True,True,0.9979,cl
Gaia DR2 3309978501567767808,69.615951,16.002913,20.917259,98.490310,-25.424928,,3.755,17.050,True,,True,0.9918,cl
Gaia DR2 3309918646903563264,69.744120,15.661351,20.894464,93.360009,-23.239213,,3.663,16.751,True,,True,0.9957,cl
Gaia DR2 3309974344039455488,69.544416,15.821387,20.999697,97.234801,-26.592902,,2.923,14.415,True,,True,0.9972,cl
Gaia DR2 3308269757418376576,68.952562,13.287969,20.309148,94.689309,-18.519436,,2.733,13.636,True,,True,0.9966,cl
Gaia DR2 3308127405023027328,70.374083,13.221127,22.646572,99.180707,-18.648490,40.398,1.904,10.489,True,True,True,0.9987,cl
Gaia DR2 3308403897837092992,70.099915,13.979322,21.732094,95.276130,-20.687114,,-0.196,14.932,True,,True,0.9964,cl
Gaia DR2 146989143968434688,71.791075,24.019819,21.669108,92.104880,-52.644459,39.299,1.969,11.506,True,True,True,0.9972,cl
Gaia DR2 3299441950357981696,64.732964,9.396310,22.199630,114.718777,-3.258657,,3.215,14.753,True,,True,0.9952,cl
Gaia DR2 3300934223858467072,63.643611,10.701363,22.293156,119.708063,-5.774620,38.665,0.672,6.966,True,True,True,0.9988,cl
Gaia DR2 46458115782368384,59.813188,16.664311,23.876065,141.052294,-26.515975,,3.006,14.344,True,,True,0.9978,cl
Gaia DR2 3313541056680391296,65.929501,15.880807,22.320680,114.734052,-25.991054,,2.688,13.575,True,,True,0.9979,cl
Gaia DR2 3313665885609887744,66.777161,16.430095,21.697254,107.980243,-25.086337,,3.673,16.562,True,,True,0.9967,cl
Gaia DR2 3313665885609887616,66.777875,16.429584,21.961502,108.993006,-26.294644,,3.782,16.634,True,,True,0.9978,cl
Gaia DR2 3313689422030650496,66.667657,16.746777,21.765215,107.635276,-31.431384,38.402,0.830,7.941,True,True,True,0.9632,cl
Gaia DR2 3313714023603261568,67.164671,16.969910,20.895194,102.691862,-26.885323,,-0.375,14.075,True,,True,0.9980,cl
Gaia DR2 3313606340183243136,65.982587,16.354081,22.227228,114.411548,-27.715265,,-0.286,14.347,True,,True,0.9975,cl
Gaia DR2 3313579505227558528,66.319347,16.302237,21.110094,108.385520,-25.936600,,3.064,15.028,True,,True,0.9968,cl
Gaia DR2 3313662896312488192,66.118535,16.886057,21.665692,112.134776,-25.507437,37.705,0.780,7.656,True,True,True,0.7795,cl
Gaia DR2 3313653894061044224,65.996894,16.721469,21.710198,108.941037,-24.505147,39.107,2.050,11.728,True,True,True,0.9973,cl
Gaia DR2 3305524242524308352,61.644801,13.549050,20.036022,108.947275,-17.172501,36.433,2.278,12.441,True,True,,0.5589,cl
Gaia DR2 3288018093264886016,72.467498,6.109359,22.917219,94.724861,2.852543,,2.802,13.425,True,,True,0.9968,cl
Gaia DR2 3392323607430380416,77.064550,15.377222,20.024513,69.907841,-23.987296,,3.165,15.261,True,,True,0.9906,cl
Gaia DR2 3391410909700425600,76.792181,13.269706,19.619187,68.572696,-17.808478,,3.161,14.930,True,,True,0.9970,cl
Gaia DR2 3313207698500079360,69.631884,17.040559,22.788744,105.981131,-31.205683,,2.810,13.642,True,,True,0.9958,cl
Gaia DR2 3313173957237081984,69.384457,16.758570,20.940134,98.728379,-29.636706,,3.194,14.529,True,,True,0.9940,cl
Gaia DR2 3313285110990793472,68.486787,16.868941,21.379360,101.611279,-28.327731,,2.763,13.767,True,,True,0.9980,cl
Gaia DR2 3313070293905997824,69.000751,16.540674,19.126738,97.046816,-23.890458,44.786,1.605,10.292,True,,,0.0009,cl
Gaia DR2 3313259169388356608,68.408637,16.762390,20.557698,97.960065,-25.505272,40.270,1.064,9.153,True,True,True,0.9991,cl
Gaia DR2 45293526808851200,62.865720,15.992068,21.038998,117.525237,-19.601639,,2.827,13.798,True,,True,0.9905,cl
Gaia DR2 45142206521351552,61.925503,15.162689,22.730791,128.035250,-23.513864,37.932,0.504,5.971,True,True,True,0.9983,cl
